x,y,ang_contr,pdoa,imu_x_g,imu_y_g,imu_z_g
4.613901,2.276631,155.9941,-4.102,-0.0234,0.1016,-0.1611
4.605824,2.282708,156.2204,-3.8,-0.0234,0.1016,-0.1611
3.681553,1.266654,176.3161,-3.8,0.0,0.1602,-0.1613
3.698864,1.030672,174.5208,-3.4,0.0,0.1602,-0.1613
4.558299,-2.331705,22.342,-3.4,0.0,0.1602,-0.1613
4.785891,1.331332,138.3068,12.96,-0.0117,0.1289,-0.1612
4.790982,1.233629,136.0077,18.114,-0.0117,0.1289,-0.1612
4.798183,1.031555,130.7262,18.114,-0.0117,0.1289,-0.1612
4.785891,1.331332,138.3068,35.1,-0.0117,0.1289,-0.1612
4.415977,3.541707,167.026,35.1,-0.0117,0.1289,-0.1612
4.411685,3.559369,167.1538,35.1,-0.0117,0.1289,-0.1612
4.423236,3.511333,166.8053,35.1,-0.0117,0.1289,-0.1612
4.416889,3.537025,166.9954,37.42,-0.0195,0.1484,-0.1613
4.452038,3.393227,165.9045,37.42,-0.0195,0.1484,-0.1613
4.45085,3.397885,165.9419,37.42,-0.0195,0.1484,-0.1613
4.441628,3.433591,166.2274,37.42,-0.0195,0.1484,-0.1613
4.441189,3.435575,166.242,39.108,-0.0195,0.1484,-0.1613
4.456562,3.372964,165.751,39.108,-0.0195,0.1484,-0.1613
4.465173,3.339139,165.4741,40.58,-0.0195,0.1484,-0.1613
4.465173,3.339139,165.4741,40.58,-0.0195,0.1484,-0.1613
4.519209,1.452701,147.676,38.68,-0.0195,0.1484,-0.1613
4.537245,1.406484,146.3215,38.68,-0.0195,0.1484,-0.1613
4.430172,1.499768,151.034,40.42,-0.0195,0.1484,-0.1613
4.443779,1.487925,150.4431,40.42,-0.0195,0.1484,-0.1613
4.475781,1.460047,149.0434,40.42,-0.0195,0.1484,-0.1613
4.541552,1.566955,148.9992,41.42,-0.0195,0.1484,-0.1613
4.54597,1.524284,148.1763,41.42,-0.0039,0.082,-0.1612
4.505222,1.487913,148.6843,39.32,-0.0039,0.082,-0.1612
4.518581,1.346033,145.689,39.32,-0.0039,0.082,-0.1612
4.523481,1.290821,144.4193,39.108,0.0117,0.1523,-0.1613
4.50434,1.512433,149.1232,39.108,0.0117,0.1523,-0.1613
4.564621,0.843212,131.1579,39.108,0.0117,0.1523,-0.1613
4.583295,1.4942,146.6521,39.108,0.0117,0.1523,-0.1613
4.59999,1.323003,142.9162,37.66,0.0117,0.1523,-0.1613
4.674239,1.600797,146.1358,37.66,0.0117,0.1523,-0.1613
4.640965,1.547917,146.0794,37.66,0.0117,0.1523,-0.1613
4.556777,1.465901,146.868,41.5,0.0117,0.1523,-0.1613
4.568416,1.469457,146.6139,41.5,0.0117,0.1523,-0.1613
4.552509,1.4369,146.4599,37.66,0.0117,0.1523,-0.1613
4.662393,1.573257,145.9695,37.66,0.0117,0.1523,-0.1613
4.610646,1.491613,145.8803,37.66,0.0117,0.1523,-0.1613
4.731752,1.454785,142.1188,37.66,0.0117,0.1523,-0.1613
4.522478,1.466526,147.8292,40.0,0.0117,0.1523,-0.1613
4.669542,1.556605,145.5071,40.0,0.0117,0.1523,-0.1613
4.694251,1.512193,144.1098,40.0,0.0117,0.1523,-0.1613
4.713487,1.663038,146.1957,40.84,-0.0469,0.1016,-0.1611
4.600531,1.546643,147.101,40.84,-0.0469,0.1016,-0.1611
4.60358,1.443216,145.1861,40.84,-0.0469,0.1016,-0.1611
4.591807,1.497036,146.475,40.84,-0.0469,0.1016,-0.1611
4.627335,1.539986,146.2925,42.124,-0.0469,0.1016,-0.1611
4.551775,1.459087,146.8833,42.124,-0.0469,0.1016,-0.1611
4.519732,1.414465,146.9668,42.124,-0.0469,0.1016,-0.1611
4.5777,1.5267,147.3645,43.76,-0.0469,0.1016,-0.1611
4.585707,1.57456,147.9526,43.76,-0.0469,0.1016,-0.1611
4.719986,1.656291,145.9334,43.76,-0.0469,0.1016,-0.1611
4.618032,1.242598,140.673,51.114,-0.0469,0.1016,-0.1611
